product_name,aisle,product_id
Brut Cuvee Sparkling Champagne,specialty wines champagnes,2022
Organic Stawberry Shortcake Sandwich Cookies,cookies cakes,2023
Organic Diced Tomatoes Fire Roasted with Medium Green Chilies,canned jarred vegetables,2024
Special Bitter Premium Ale,beers coolers,2025
Traditional Multipack,trail mix snack mix,2026
Whips! Peaches 'n Cream Flavored Lowfat Yogurt Mousse,yogurt,2027
Aspirin 325mg,muscles joints pain relief,2028
Swirl Thick Slice Brown Sugar Cinnamon Bread,bread,2029
Apple Smoked Mozzarella Cheese,packaged cheese,2030
Regular Strength Liquid Gels,muscles joints pain relief,2031
Chocolate Fudge Brownie Slices Ice Cream,missing,2032
"Smart Ones Egg, Sausage & Cheese Breakfast Wrap",frozen breakfast,2033
Kettle Cooked 40% Less Fat Original Potato Chips,chips pretzels,2034
"Miniature Dog Treats, Chicken Formula",dog food care,2035
Mediterranean Scramble,eggs,2036
O.Rosehip Hibiscus Tea,tea,2037
Green Tea with Ginseng and Honey,tea,2038
Raspberry Rain Shave Gel,shave needs,2039
Wrap Aluminum Foil Heavy Duty,food storage,2040
Citrus Meadows Scent Disinfectant Spray,cleaning products,2041
Salt Free Herbes De Provence Blend,spices seasonings,2042
Organic Cookies 'n Cream Ice Cream,ice cream ice,2043
Multi Surface Dusting Spray Lemon Zest,cleaning products,2044
Multigrain Sandwich,prepared meals,2045
Brown Sugar Hickory,canned meals beans,2046
Fudge Sticks Jumbo Peanut Butter Cookies,cookies cakes,2047
Natural Cranberry Sauce,honeys syrups nectars,2048
Malbec Mendoza,red wines,2049
Organic Berry Basket Blend,frozen produce,2050
Sunrise Crunchy Honey Cereal,cereal,2051
"Potato Chips, Organic, Sea Salt",chips pretzels,2052
Organic Ground Coriander,spices seasonings,2053
Belgium Beer,beers coolers,2054
Baby Cut Carrots Snack Size Bags,packaged vegetables fruits,2055
Beef Sirloin Tip Roast,other,2056
Reduced Fat Swiss Deli-Thin Slices Cheese,packaged cheese,2057
4# Bag Navel Oranges,packaged vegetables fruits,2058
Biotin 1000 Mcg,vitamins supplements,2059
Alphabet Cookies  Cinnamon Graham,cookies cakes,2060
Vanilla Maple Supershake,milk,2061
Good Life Organic Cherry Tomatoes,fresh vegetables,2062
Fresh Ciliegine Mozzarella Cheese,packaged cheese,2063
Toll House Dark Chocolate Morsels,baking ingredients,2064
Carb Smart Chocolate Ice Cream,ice cream ice,2065
"Body Wash, Nourishing, Classic Carrot Scent, For Normal to Dry Skin",body lotions soap,2066
Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar,energy granola bars,2067
Greek Strawberry Yogurt,yogurt,2068
Salted Caramel Flavoring Syrup,honeys syrups nectars,2069
Family Size Popcorn Shrimp,frozen appetizers sides,2070
Bagels,breakfast bakery,2071
Psyllium Husks Veg Caps 625 Mg,digestion,2072
Tuna Salad with Crackers Snack,canned meat seafood,2073
Sea Salt Melba Snacks,crackers,2074
Serenity Ultimate Extrema Overnight Pads,feminine care,2075
Honey Smoked Sliced Turkey Breast,lunch meat,2076
Light Frosted Amazon Flakes,cereal,2077
Unsalted Pure Irish Butter,butter,2078
Hommus Garlic Lovers,fresh dips tapenades,2079
Original Aerosol Spray Starch Plus,laundry,2080
Crispy Seasoned Potato Puffs with Roasted Garlic & Cracked Pepper,frozen appetizers sides,2081
Organic Valencia Orange,missing,2082
Lux German Style Lager,beers coolers,2083
Red 2-Ply Dinner Napkins,paper goods,2084
Organic Grass Fed Whey Protein Unflavored,protein meal replacements,2085
Sustainably Soft Bath Tissue,paper goods,2086
"Crunchy Kale, Naked",chips pretzels,2087
Whole Wheat Pearl Couscous,grains rice dried goods,2088
100% Organic Chickpeas,canned jarred vegetables,2089
"Milk, Goat",milk,2090
Almond Nut & Rice Cracker Snacks,crackers,2091
Bengal Spice Herbal Tea,tea,2092
Neti Mist Sinus Spray,cold flu allergy,2093
"Skin DeTox, Tea Bags",tea,2094
Apple Carrot & Pineapple Squeezable Fruit & Veggies,baby food formula,2095
Anise Seed,spices seasonings,2096
Gallon Size Value Pack Storage Bags,food storage,2097
Vegetable Burger Falafil Mix,other,2098
Natural Cane Turbinado Sugar,baking ingredients,2099
Ultra Fusion Clean Lime Dish Detergent,dish detergents,2100
Chicken & Mushroom Aussie Pies,frozen meals,2101
Hash Browns Country Style,frozen breakfast,2102
ProteinPLUS Multigrain Penne Pasta,dry pasta,2103
Healthy Kitten Formula Dry Cat Food,cat food care,2104
Salted Caramel Chocolate Cookie Dough,doughs gelatins bake mixes,2105
Earl Grey Decaffeinated Black Tea,tea,2106
Caramel Apple Filled Hard Candies,candy chocolate,2107
Pastured Eggs,eggs,2108
Cat Litter Deodorizer with Activated Baking Soda,cat food care,2109
Green Bananas,fresh fruits,2110
Organic Cappuccino Protein Shake,energy sports drinks,2111
"Peppercorns, Rainbow",spices seasonings,2112
Ultra Comfort Care Mega Roll Toilet Paper,paper goods,2113
Softly Facial Tissue,paper goods,2114
Slow Kettle Tomato & Sweet Basil Bisque Soup,soup broth bouillon,2115
Organic Maple & Onion Baked Beans,canned meals beans,2116
Natural Concord Grape Fruit Spread,spreads,2117
Sweet Golden Potato Sandwich Buns,buns rolls,2118
Hollandaise Sauce Mix,marinades meat preparation,2119
Sauvignon Blanc,white wines,2120
Cheese Food Alternative American Flavor Slices,soy lactosefree,2121
Super Scented Sport Tampons,feminine care,2122
Sensations Lemon and Pepper Seasoned Tuna Medley with Crackers,canned meat seafood,2123
Cheese Ravioli,fresh pasta,2124
Single Candle,air fresheners candles,2125
Potato Blintzes,kosher foods,2126
Salsa Con Queso,preserved dips spreads,2127
Authentic Recipe Guacamole,fresh dips tapenades,2128
Sports Drink Tropical Infusion,energy sports drinks,2129
Wasabi Peas,fruit vegetable snacks,2130
All Natural Mediterranean Oregano,spices seasonings,2131
Rosemary Olive Oil Bread,bread,2132
Purina Beggin' Strips Dog Snacks Bacon Flavor,dog food care,2133
Count Chocula Cereal,missing,2134
5-Lettuce Mix,packaged vegetables fruits,2135
Dove Intensive Repair Shampoo,hair care,2136
Granola Low Fat with Raisins,granola,2137
Whole Bay Leaves,other,2138
Ruination Double India Pale Ale,beers coolers,2139
Finely Shredded Cheddar Jack,packaged cheese,2140
Micro Brewed Cream Soda,soft drinks,2141
Gourmet French Roast Ground Coffee,coffee,2142
Rich & Hearty Steak & Roasted Russet Potatoes Soup,soup broth bouillon,2143
Doritos,chips pretzels,2144
Orange Flavor Vitamin C Gummies,vitamins supplements,2145
Bread Original Crumpet,bakery desserts,2146
3D White Whitestrips Luxe Dental Whitening Kit,oral hygiene,2147
Water Crackers,crackers,2148
Organic Vanilla Nut Herbal Coffee Alternative,coffee,2149
"Sauvignon Blanc, Mendocino, 2007",white wines,2150
Classic Vanilla Ice Cream Sandwiches,ice cream ice,2151
Ultra Calming Makeup Removing Wipes,body lotions soap,2152
Sunflower Seed Bread,bread,2153
Homestyle Savory Chicken Bone Broth,soup broth bouillon,2154
"Beauty Balm, All in One, Sheer Tint, with SPF 30",skin care,2155
100% Organic Taco Seasoning,spices seasonings,2156
Detailer 2-Sided Shower Tool,body lotions soap,2157
#2 Cone White Coffee Filters,coffee,2158
Chicken Flavored Stuffing Mix,instant foods,2159
Hard Cider Apple Ginger,beers coolers,2160
Organic Gourmet Hazelnut & Fig Raw Chocolate Bark,candy chocolate,2161
Organic Wild Rumpus Avocado Babyfood,missing,2162
Organic Jammy Sammy Blueberry & Oatmeal Sandwich Bars,fruit vegetable snacks,2163
"Waffles, Sweet Belgian, Vanilla",frozen breakfast,2164
Whitefish & Pike In Jelled Broth,kosher foods,2165
Roarin' Waters Berry Flavored Water Beverage,juice nectars,2166
Salt & Pepper Salmon Bar,energy granola bars,2167
Naked Pineapple Kale Coconut Water,juice nectars,2168
Whole Grain White Hot Dog Rolls,buns rolls,2169
Original Strawberry and Mixed Berry Variety Pack Low Fat Yogurt,yogurt,2170
Advanced Eye Relief Eye Wash,eye ear care,2171
Oat Revolution! Thick & Hearty Apples & Cinnamon Instant Oatmeal,hot cereal pancake mixes,2172
Soleil Bella Flexible Blades,shave needs,2173
Free Range Organic Brown Large Egg,eggs,2174
Rich Chocolate Hot Cocoa Mix,cocoa drink mixes,2175
Redenbacher Plain,popcorn jerky,2176
Eye Drops for Contact Lenses,eye ear care,2177
Natural Deli Slices Gouda Cheese,specialty cheeses,2178
Crispy Mango Fruit,nuts seeds dried fruit,2179
Angel Hair Pasta,dry pasta,2180
Sugar Free Power Peppermints,oral hygiene,2181
Angus Beef Hot Dogs,hot dogs bacon sausage,2182
Meatless and Soy-Free Meatballs,frozen vegan vegetarian,2183
Bare Naked Body Mist SPF 30,skin care,2184
Sliced Carrots No Salt Added,canned jarred vegetables,2185
Organic Harmony Blend Tri-Color,instant foods,2186
Strawberry Milk,milk,2187
Tubetti Rigati No 72 Pasta,dry pasta,2188
Banana Low-Fat Greek Yogurt,yogurt,2189
Spicy Red Lentil Sauce,indian foods,2190
Cosmic Maple Masala Pecans,nuts seeds dried fruit,2191
Bold & Crispy Zesties! Crispy Seasoned French Fried Potatoes,frozen appetizers sides,2192
Complete Multi-Benefit Whitening+Scope DualBlast Fluoride Toothpaste Mint,oral hygiene,2193
Liquorice And Peppermint Tea Bags,tea,2194
Organic Rice Protein Vanilla Single,protein meal replacements,2195
Deep Clean HE 66 Loads Detergent,laundry,2196
Sparkling Pink Lemonade,soft drinks,2197
Cold Brew Baridi Black,missing,2198
The Best Lip Balm Ever,beauty,2199
Grape Licorice Twists,candy chocolate,2200
Stainless Steel Scrubbing Pads,cleaning products,2201
98% Fat Free Condensed Soup Cream of Chicken,soup broth bouillon,2202
Mixed Fruit In Light Syrup,canned fruit applesauce,2203
Milk Chocolate Dipped Marshmallows - 3 CT,candy chocolate,2204
3D White Arctic Fresh Toothpaste,baking ingredients,2205
Crunch Mixed Nuts & White Chocolate Bar,energy granola bars,2206
Livewire Soda,soft drinks,2207
Granola With Raisins,cereal,2208
Rich Golden Layer Cake,frozen dessert,2209
Large Brown Grade AA Eggs,eggs,2210
Triple Enzyme Formula Spray Laundry Stain Remover,laundry,2211
Complete Multivitamin Supplement Tablets for Children,vitamins supplements,2212
Multi-Vitamin & Mineral Sour Gummy Bears,vitamins supplements,2213
Power & Free Multi-Purpose Cleaner,cleaning products,2214
Hairball Control Dry Cat Food,cat food care,2215
California Champagne,specialty wines champagnes,2216
Tangerine And Lemongrass Room & Fabric Freshener,air fresheners candles,2217
Fast-Max 2 Pack Day Time Severe Cold & Night Time Cold & Flu Liquid,cold flu allergy,2218
Quartered And Marinated Artichoke Hearts,canned jarred vegetables,2219
Daily Probiotic Supplement 250 mg Capsules,digestion,2220
Single & Sparkling Natural Mineral Water,water seltzer sparkling water,2221
Natural Shape Orthodontic Pacifiers,baby accessories,2222
Tangerine Flavor Slippery Elm Throat Lozenges with Rose Hips and Vitamin C,vitamins supplements,2223
Mojo Bar® Dark Chocolate Almond Coconut,energy granola bars,2224
Angel Flake Sweetened Coconut,baking ingredients,2225
SunChips Mix variety,chips pretzels,2226
Family Recipe Oatmeal Chocolate Chip Cookies,cookies cakes,2227
Organic Frozen Mango Chunks,frozen produce,2228
Uncrustables Peanut Butter & Strawberry Spread Sandwich,frozen meals,2229
Power Source Grounding Strip Tap 6 Outlets,more household,2230
Whole Wheat Pita Pocket Bread 6 ct,tortillas flat bread,2231
Old World Style Meat Flavored Pasta Sauce,pasta sauce,2232
Natural Daily Clarify Shampoo,hair care,2233
Lunchables Ham & Cheddar with Cracker Stackers,lunch meat,2234
Peach Mango Green Tea Drink Mix,cocoa drink mixes,2235
Fresh Scent Plus OxiClean Stain Fighters Liquid Laundry Detergent,laundry,2236
Homemade Salted Butter,butter,2237
Vitamin C Super Orange Dietary Supplement,vitamins supplements,2238
Instant Carpet Spot Remover,cleaning products,2239
Eggo Nutri-Grain Blueberry Waffles,frozen breakfast,2240
Traditional Ricotta Cheese,other creams cheeses,2241
Organic Ginger Lemonade,tea,2242
Mango Peach Goat Milk Yogurt Baby Food,yogurt,2243
Seasonal Flavor Rotation Hummus,fresh dips tapenades,2244
Ultra Built Strong Paper Bowls,plates bowls cups flatware,2245
Hydrate Plus Face Lotion,facial care,2246
Kosher Dill Spears,pickled goods olives,2247
Variety Pack Granola Bars,energy granola bars,2248
Powdered Grape Drink Mix,cocoa drink mixes,2249
Milk Chocolate Giant Candy Bar,candy chocolate,2250
Ruby Port,specialty wines champagnes,2251
Body Oil Fragrance-Free,body lotions soap,2252
Craisins Dried Cranberries Cherry Juice Infused,nuts seeds dried fruit,2253
Chocolate Laurel Ice Cream,ice cream ice,2254
"Sesame Oil, Unrefined",oils vinegars,2255
Tissue Plus Lotion,paper goods,2256
Plus Antibiotic Brand Adhesive Bandages,first aid,2257
Walnut Chocolate Chip Cookie Dough,doughs gelatins bake mixes,2258
"White Label Antiperspirant, Night",deodorants,2259
Rice Thins Rice Cakes Wholegrain,crackers,2260
Light Agave Nectar,honeys syrups nectars,2261
Chopped Collard Greens,frozen produce,2262
"Arrabbiata Sauce, Hot",pasta sauce,2263
Milk Thistle Super Herb Tea,tea,2264
Lime Grain-Free Tortilla Chips,missing,2265
Brie Couronne,other creams cheeses,2266
Dal Tadka Lentil Curry,indian foods,2267
Cider and Spice Juice,juice nectars,2268
"Turkey Bar, Almond + Cranberry",energy granola bars,2269
Grapeseed Oil Vegenaise,condiments,2270
Match Light Instant Charcoal Briquets,more household,2271
Peppermint,oral hygiene,2272
Sweet Mint Gum,mint gum,2273
Mammoth Pecan Halves,nuts seeds dried fruit,2274
Chicken Apple Sausage Egg White Breakfast Burrito,frozen breakfast,2275
Organic Sweet Mesquite Powder,protein meal replacements,2276
Canine Cuisine Wet Dog Food Grilled Chicken Top Sirloin,dog food care,2277
Old No 7 Tennessee Whiskey,spirits,2278
"Olive Oil, Extra Virgin, Organic",oils vinegars,2279
Ultra Downy Free & Gentle Liquid Fabric Conditioner 51 FL oz. Fabric Enhancers,laundry,2280
Citrus & Light Multi-Purpose Cleaner With Febreze,cleaning products,2281
"Macaroons, Dark Cacao",cookies cakes,2282
100% No Cholesterol Safflower Oil,oils vinegars,2283
Xylitol Spearmint Gum Bottle,oral hygiene,2284
Vegan Hot Chocolate,cocoa drink mixes,2285
Cream Cheese With Jalapeño,fresh dips tapenades,2286
Hydrating Mist,skin care,2287
Real Coco Aloe Vera Drink,juice nectars,2288
Quick 5-Minute Grits,hot cereal pancake mixes,2289
3 Cheese Horn,bakery desserts,2290
Probiotic Supplement Capsules,digestion,2291
Shoestring Beets,canned jarred vegetables,2292
Quart Storage Reclosable,food storage,2293
Apricot Nectar,juice nectars,2294
Yellow Bell Pepper,fresh vegetables,2295
"Notebook, 3 Subject, College Rule, 120 Sheets",more household,2296
Cool Essentials Anti-Perspirant Deodorant,deodorants,2297
"Muffins, Mini, Flax, Chocolate Brownie",bakery desserts,2298
Chocolate Chip Peanut Butter Creamie,bakery desserts,2299
Cafe Steamers Rosemary Chicken & Sweet Potatoes,frozen meals,2300
Beef Loin Porterhouse Steak,meat counter,2301
Cheddar + Roasted Tomato Baked Potato Chips,chips pretzels,2302
Non Scratch Dishwand Refills,cleaning products,2303
Vanilla Frozen Dairy Dessert Sandwiches,ice cream ice,2304
Baby Persian Cucumbers,packaged vegetables fruits,2305
VentAire Wide Bottle,baby accessories,2306
Pro-Health All-In-One Medium Toothbrushes,oral hygiene,2307
Bubblemint Gum,mint gum,2308
Organic Ground Flaxseed,vitamins supplements,2309
Perfecto,fresh dips tapenades,2310
Essential Greens with Lime Vegetable and Fruit Juice Blend,refrigerated,2311
Organic Miso Ginger Dressing,salad dressing toppings,2312
Butter Croissants,breakfast bakery,2313
Whole Milk Ricotta Cheese,other creams cheeses,2314
Pullman Green Leaf Salad,packaged vegetables fruits,2315
Super Colossal Pimento Stuffed Spanish Queen Olives,pickled goods olives,2316
Grands! Original Reduced Fat Flaky Big Biscuits,doughs gelatins bake mixes,2317
Japanese Organic Kukicha Twig Tea,tea,2318
Classic Roasted Chicken Stock,soup broth bouillon,2319
Original Sambucus Elderberry Syrup,vitamins supplements,2320
Orange Halo,fresh fruits,2321
All American Classic Made with Non-GMO Soy Veggie Burgers,frozen vegan vegetarian,2322
Rich Chocolate Flavored Milk Mix,cocoa drink mixes,2323
Pull‑Ups Boys Learning Designs Training Pants 3T-4T,diapers wipes,2324
Hippie Hemp Truffles,candy chocolate,2325
Organic Blueberry Waffles,frozen breakfast,2326
Gourmet Naturals Classic Butter & Sea Salt Microwave Popcorn,popcorn jerky,2327
Traditional Style Feta,packaged cheese,2328
Whole Grain Chicken Breast Strips,frozen meals,2329
Prostate +,vitamins supplements,2330
Complete Omega Lemon Softgels,vitamins supplements,2331
Low Carb Whole Wheat Large Tortillas,tortillas flat bread,2332
Organic Cranberry Juice 100%,juice nectars,2333
Organic Garam Masala,other,2334
Organic Chopped BBQ Ranch Salad Kit,missing,2335
Pasta Sides- Parmesan Fettuccini & Spinach Pasta,instant foods,2336
Vanilla Flavor Tea Biscuits,kosher foods,2337
Best Original Baked Beans,canned meals beans,2338
Organic Himalayan Sweetness Popcorn,popcorn jerky,2339
Beef Stew Spices & Seasonings,spices seasonings,2340
Vegetable Soup,soup broth bouillon,2341
Salted Caramel Coffee,coffee,2342
Aged Parmesan Ranch Dressing,salad dressing toppings,2343
Organic SprouTofu Savory Baked Tofu,tofu meat alternatives,2344
Raw Shea Butter Restorative Conditioner,hair care,2345
Eye Liner Black,beauty,2346
Premium Mo' Beta Fruit Smoothie Blend,refrigerated,2347
Dandelion Caramel Nut Herbal Coffee,coffee,2348
Pull Ups Girls Learning Designs Training Pants,diapers wipes,2349
60% Cacao Bittersweet Premium Baking Chips,baking ingredients,2350
Sugar Free Whipped Topping,frozen dessert,2351
Canine Cuisine with Lamb in Meaty Juices,dog food care,2352
"Multivitamin, Kids Complete, Gummies",other,2353
